SCR,Realized_Delta_BOF
"tensor(814629.4279, dtype=torch.float64)",1360545.0261374365
"tensor(828801.2468, dtype=torch.float64)",1360267.5568581955
"tensor(818671.4485, dtype=torch.float64)",1359842.475759693
"tensor(822839.2684, dtype=torch.float64)",1354871.353956955
"tensor(828256.5338, dtype=torch.float64)",1337145.0389761128
"tensor(811434.3048, dtype=torch.float64)",1324192.8462095563
"tensor(814819.1623, dtype=torch.float64)",1329671.314612897
"tensor(819847.7998, dtype=torch.float64)",1323530.7674032191
"tensor(821538.2007, dtype=torch.float64)",1323884.688942099
"tensor(815337.5913, dtype=torch.float64)",1330897.622823225
"tensor(808130.9698, dtype=torch.float64)",1331472.7505159522
"tensor(817180.3293, dtype=torch.float64)",1331951.9912743913
"tensor(814935.3419, dtype=torch.float64)",1308020.3450863718
"tensor(821606.3194, dtype=torch.float64)",1341498.118057334
"tensor(814008.1657, dtype=torch.float64)",1350381.2007170308
"tensor(812581.1479, dtype=torch.float64)",1333009.331260987
"tensor(818851.9732, dtype=torch.float64)",1354157.4051027931
"tensor(822858.6513, dtype=torch.float64)",1354139.2552577138
"tensor(814013.5376, dtype=torch.float64)",1339943.9387107594
"tensor(821760.7553, dtype=torch.float64)",1329801.0870364371
"tensor(818147.8343, dtype=torch.float64)",1324603.5516317093
"tensor(817056.2350, dtype=torch.float64)",1325475.101312839
"tensor(814250.9514, dtype=torch.float64)",1344617.400254379
"tensor(802318.0682, dtype=torch.float64)",1347823.3556581559
"tensor(810291.8187, dtype=torch.float64)",1340837.83142332
"tensor(807447.3245, dtype=torch.float64)",1363266.2664045773
"tensor(816903.4705, dtype=torch.float64)",1354211.6457819687
"tensor(823816.7966, dtype=torch.float64)",1315830.994022177
"tensor(818792.0933, dtype=torch.float64)",1298216.959230363
"tensor(831740.2761, dtype=torch.float64)",1320274.4743165325
"tensor(811995.4115, dtype=torch.float64)",1327437.1508920235
"tensor(807743.0503, dtype=torch.float64)",1324030.421355021
"tensor(816350.9751, dtype=torch.float64)",1329586.4466479227
"tensor(822793.0123, dtype=torch.float64)",1291826.9608385148
"tensor(825834.5952, dtype=torch.float64)",1308524.4676017174
"tensor(814671.3750, dtype=torch.float64)",1284182.6002394431
"tensor(830513.3384, dtype=torch.float64)",1279176.999127077
"tensor(819981.3864, dtype=torch.float64)",1260146.0906657036
"tensor(818911.7131, dtype=torch.float64)",1257706.8228016114
"tensor(830673.3747, dtype=torch.float64)",1262786.4694159245
"tensor(822313.3235, dtype=torch.float64)",1280899.7242405436
