Realized_Delta_BOF,SCR_Values
-155057.2293571547,-143425.21254725946
-147500.84088229178,-139455.33411232606
-154186.29888821708,-139838.41531528323
-151215.26680289267,-138478.83144185584
-133971.28614378767,-143613.7967775549
-129110.99745806598,-144862.70235056887
-133917.82318820618,-141519.51916266143
-138916.37570047658,-142394.49975773238
-144433.05925901537,-147529.59897635755
-148204.81640312786,-143748.5161872816
-150732.98654476844,-142610.08320416126
-156707.4099042639,-143261.53036911914
-152051.13202750823,-142586.12073331125
-153123.61245086475,-143995.06127809602
-146174.09793877718,-145795.47990027262
-146654.0720438559,-145191.33182583464
-156606.53502571664,-143038.60996966332
-159651.6446838784,-139592.87758083106
-159066.1890416582,-147279.15386186348
-154396.97243947047,-143458.8963124604
-144271.66611003457,-142509.89680662664
-143446.93256012653,-142046.73217400932
-138095.56650267844,-144507.71073110742
-139158.66780847777,-152702.2883746914
-142696.9530340149,-141378.98375556502
-142121.17710472003,-145603.31385545753
-144916.01772849134,-146104.75381628601
-148594.7404340353,-145922.66845848778
-147752.3293783433,-140269.86485898928
-150389.47839191894,-137901.19166661004
-148975.21151158668,-139166.1058182876
-153741.8177498082,-141638.84153127158
-139035.72328941338,-139021.7755766247
-140740.23967362393,-141966.99125469523
-144090.42501346406,-141743.48054977861
-136041.17473416834,-139596.23934681783
-136210.14522733737,-139444.71237400128
-139502.430009919,-141403.70699083662
-137130.214526781,-141741.75220934575
-137216.83033311705,-143277.64402325675
-134454.3195204382,-139499.16736406894
-133011.49639375415,-138985.74855616057
-131667.77500205254,-139807.8905827455
-132753.19012506225,-142281.95870103667
-131356.3608159218,-143346.95598473077
-131820.44251634122,-140328.4386910544
-129794.75948281388,-145231.59591126977
-120545.34548161458,-148754.23834759975
-122083.10216329456,-140240.27966011653
-124362.96099386842,-140581.92785463907
-122305.91665455524,-145626.93171737826
-124028.29867424548,-139889.74615764042
-124875.07814439829,-144247.96453390463
-130597.72221380286,-146133.45601017395
-134095.1632276266,-140402.06478710138
-130712.79661708965,-144492.56368585947
-131876.6218238843,-141255.7551026117
-139565.22363882966,-141372.53558868158
-148854.3227328353,-142429.48156575978
-149918.91581706377,-140545.44977099443
-155987.48268283322,-139320.6550906322
-147214.9218461878,-139194.2392589419
-151538.7406451502,-138560.84846378252
-153353.4075488241,-143129.19250746624
-157911.12430970895,-140717.62255461485
-160867.42206448514,-140970.92157930837
-154665.13840849977,-142841.62528831456
-158903.62679097964,-145617.05399744117
-152147.4915643714,-138254.74006174097
-151585.86808059004,-137392.08280678265
-142449.91672633926,-143504.93404920553
-139127.7228755894,-145629.89557670956
-139766.10406374733,-140826.33879444253
-133413.1104363905,-140666.1360449897
-130843.94182044861,-144784.6152074962
-129678.43534480757,-147018.44440087618
-125804.06364424841,-144714.7480215686
-123098.22424759029,-148727.2731633824
-116931.43059462262,-145145.3345446928
-120473.61510089424,-142052.15121014684
-122912.05534491036,-144790.2318233839
-118749.35575318686,-143164.7561935704
-114890.99724523118,-139763.44363369816
-113834.0226389924,-145741.85343857767
-113324.99656262412,-139401.25436838472
-113937.87490258948,-149711.13215178854
-119964.03040124662,-139348.4432966638
-119849.95132720307,-150232.83434134195
-118313.88988301111,-140223.69364968926
-106261.3872904327,-147556.06455884417
-102298.14820316399,-138575.2857790348
-100871.45003531617,-142572.63402480193
-98018.27381691756,-148725.51807152072
-99903.69935403042,-140795.04307950469
-106302.7058875974,-151041.52662520175
-103621.99698816473,-144520.90455666394
-99244.29792439833,-142347.04467059948
-98776.31801774458,-147076.95391703502
-101401.28137772833,-143162.59256281564
-106754.7074441982,-142662.76388641517
-104284.12992311514,-143470.33663492475
-103865.06164574181,-142641.98466308764
-109555.78434550692,-142877.6797454387
-106730.00200942706,-143496.9598439227
-100890.66156295361,-145265.1510128536
-107265.68372165714,-143974.52794113453
-111720.81908091065,-147714.94423995336
-116567.65819834662,-142664.33249712572
-127635.3810920323,-146974.88945525326
